method,h,max error,mean error
Adams-Moulton 3,0.05,1.1868210831877946e-06,3.4541938552275594e-07
Adams-Moulton 3,0.1,1.826795099457712e-05,5.416552818075859e-06
Adams-Moulton 3,0.2,0.0002621531660773613,7.980354339871946e-05
