method,h,max error,mean error
Modified Euler,0.05,0.0001675979844752984,0.0001286742625096978
Modified Euler,0.1,0.0006493210506844926,0.0004962483309704153
Modified Euler,0.2,0.0024506261222565495,0.0018545697150128184
