method,h,max error,mean error
Midpoint,0.05,3.1563861336181276e-05,1.3608453719221227e-05
Midpoint,0.1,0.00012951621368451072,5.525175771007155e-05
Midpoint,0.2,0.0005436003090278918,0.00022548305543607615
