method,h,max error,mean error
Adams-Moulton 3,0.05,0.0004802107151817836,9.151004456289192e-05
Adams-Moulton 3,0.1,0.006331719310409767,0.0012149887212601616
Adams-Moulton 3,0.2,0.06575528564793842,0.012662877485886953
