method,h,max error,mean error
Predictor-Corrector,0.05,0.000244289488762206,4.620867037789969e-05
Predictor-Corrector,0.1,0.0005501138720731547,9.27376201553386e-05
Predictor-Corrector,0.2,0.04114267975115382,0.008922978613758974
