method,h,max error,mean error
Heun Order 3,0.05,0.00840057046158904,0.0016506642507421556
Heun Order 3,0.1,0.062033935965878584,0.012684476644909173
Heun Order 3,0.2,0.4223414964156049,0.09326277923720037
