method,h,max error,mean error
Taylor Order 2,0.05,0.336734286745326,0.06619897294156653
Taylor Order 2,0.1,1.2405099178877634,0.25407711181108156
Taylor Order 2,0.2,4.176488364220049,0.9266229168500043
